price,min_to_metro,region_of_moscow,total_area,living_area,floor,number_of_floors,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms
18300000.0,7.0,ВАО,78.0,61.8,8.0,9.0,,0.0,0.0,2.7,4.0
196225890.0,10.0,САО,177.1,,32.0,37.0,2006.0,0.0,0.0,3.0,4.0
95000000.0,4.0,ЗАО,157.0,,44.0,53.0,2012.0,0.0,0.0,5.0,4.0
38999999.0,10.0,ЗАО,107.0,64.0,10.0,14.0,1976.0,0.0,0.0,3.3,4.0
15000000.0,16.0,ЗАО,64.0,46.2,9.0,9.0,1970.0,0.0,0.0,2.64,4.0
211680000.0,8.0,ЦАО,176.4,134.0,7.0,7.0,2012.0,0.0,0.0,3.4,4.0
35500000.0,10.0,СВАО,98.0,66.0,4.0,11.0,,0.0,0.0,,4.0
49900000.0,14.0,САО,126.0,74.0,6.0,34.0,,0.0,0.0,3.0,4.0
69000000.0,7.0,САО,100.0,,3.0,13.0,,0.0,0.0,3.0,4.0
32000000.0,11.0,ЮЗАО,111.9,75.0,14.0,17.0,1997.0,0.0,0.0,2.7,4.0
74900000.0,17.0,ЮАО,140.2,60.0,15.0,16.0,2001.0,0.0,0.0,3.1,4.0
33999000.0,7.0,ЗАО,100.6,64.9,21.0,22.0,1997.0,0.0,0.0,2.64,4.0
217080000.0,13.0,ЗАО,190.6,174.9,4.0,6.0,2019.0,0.0,0.0,3.5,4.0
70000000.0,7.0,ЮАО,130.0,,14.0,22.0,2002.0,0.0,0.0,3.0,4.0
52000000.0,8.0,ЗАО,105.6,58.0,12.0,28.0,,0.0,0.0,,4.0
15300000.0,7.0,ЮЗАО,63.5,47.0,2.0,9.0,1977.0,0.0,0.0,2.64,4.0
28500000.0,3.0,ЦАО,76.5,54.7,7.0,7.0,1929.0,0.0,0.0,3.3,4.0
205569887.0,11.0,ЦАО,163.8,,2.0,10.0,2013.0,0.0,0.0,3.4,4.0
27000000.0,10.0,ЗАО,100.4,65.0,11.0,22.0,,0.0,0.0,,4.0
33000000.0,4.0,САО,105.3,64.8,20.0,24.0,,0.0,0.0,,4.0
27000000.0,2.0,СЗАО,75.0,51.6,2.0,12.0,,0.0,0.0,,4.0
70000000.0,12.0,СВАО,99.7,61.3,3.0,11.0,,0.0,0.0,,4.0
18500000.0,9.0,ЗАО,62.6,48.0,4.0,9.0,1969.0,0.0,0.0,2.6,4.0
165000000.0,12.0,ЦАО,163.7,104.8,5.0,18.0,2021.0,0.0,0.0,3.2,4.0
55000000.0,12.0,ЦАО,95.0,,1.0,6.0,1957.0,0.0,0.0,2.7,4.0
22900000.0,6.0,ЮЗАО,116.6,71.6,2.0,14.0,,0.0,0.0,,4.0
22500000.0,10.0,ЮВАО,108.2,73.7,3.0,7.0,,0.0,0.0,,4.0
486000000.0,9.0,ЦАО,252.3,,4.0,7.0,2003.0,0.0,0.0,3.6,4.0
495498405.0,3.0,ЦАО,294.6,,80.0,85.0,,0.0,1.0,4.0,4.0
21500000.0,14.0,САО,100.0,73.0,1.0,5.0,1956.0,0.0,0.0,3.0,4.0
23700000.0,12.0,ЮАО,88.7,61.0,6.0,6.0,1940.0,0.0,0.0,,4.0
56950000.0,6.0,ЮАО,107.0,63.8,10.0,22.0,2008.0,0.0,0.0,2.85,4.0
29990000.0,9.0,СВАО,103.7,68.7,2.0,6.0,1938.0,0.0,0.0,3.0,4.0
161000000.0,12.0,ЗАО,220.0,,1.0,10.0,2019.0,0.0,1.0,,4.0
129000000.0,9.0,ЦАО,150.0,52.1,4.0,6.0,2003.0,0.0,0.0,3.1,4.0
411139960.0,3.0,ЦАО,273.0,,7.0,10.0,,0.0,0.0,,4.0
140000000.0,9.0,САО,201.3,,7.0,10.0,2017.0,0.0,0.0,3.15,4.0
26500000.0,8.0,СВАО,82.1,50.0,2.0,16.0,1978.0,0.0,0.0,2.64,4.0
57500000.0,15.0,СЗАО,119.0,74.0,11.0,16.0,2018.0,0.0,0.0,2.9,4.0
137000000.0,12.0,САО,138.2,,26.0,41.0,2020.0,0.0,0.0,3.1,4.0
260000000.0,10.0,ЦАО,230.0,119.0,6.0,7.0,,0.0,0.0,,4.0
120000000.0,3.0,ЦАО,157.3,96.0,5.0,12.0,2003.0,0.0,0.0,3.2,4.0
60000000.0,9.0,ЦАО,101.7,,4.0,6.0,1914.0,0.0,0.0,3.2,4.0
290000000.0,7.0,ЦАО,261.79,183.0,7.0,7.0,2019.0,0.0,0.0,3.8,4.0
36000000.0,20.0,ЮЗАО,86.7,,23.0,42.0,,0.0,0.0,,4.0
19000000.0,1.0,ЮВАО,71.8,51.9,5.0,5.0,1929.0,0.0,0.0,,4.0
117000000.0,10.0,ЦАО,189.1,,4.0,19.0,1999.0,0.0,0.0,3.3,4.0
14000000.0,18.0,ЮВАО,63.1,46.5,3.0,9.0,1979.0,0.0,0.0,2.6,4.0
109700000.0,17.0,ЦАО,212.0,,11.0,24.0,2004.0,0.0,0.0,3.0,4.0
68499000.0,14.0,САО,195.0,110.0,20.0,32.0,2008.0,0.0,0.0,3.0,4.0
373763600.0,6.0,ЦАО,244.9,,10.0,14.0,2007.0,0.0,0.0,6.5,4.0
96000000.0,8.0,САО,148.7,,4.0,12.0,2019.0,0.0,1.0,,4.0
195500000.0,5.0,ЗАО,170.0,,6.0,8.0,2020.0,0.0,0.0,,4.0
25900000.0,8.0,ЮВАО,80.0,40.0,4.0,12.0,2019.0,0.0,0.0,2.85,4.0
24700000.0,5.0,САО,100.0,71.4,4.0,5.0,1957.0,0.0,0.0,3.0,4.0
67500000.0,12.0,ЮЗАО,204.2,,3.0,18.0,2005.0,0.0,0.0,3.0,4.0
27500000.0,11.0,САО,90.0,70.0,6.0,7.0,1929.0,0.0,0.0,3.0,4.0
495498405.0,3.0,ЦАО,294.6,,80.0,85.0,2016.0,0.0,1.0,3.0,4.0
140161350.0,11.0,ЦАО,143.0,,6.0,7.0,,0.0,1.0,3.4,4.0
69900000.0,6.0,ЗАО,126.8,75.5,11.0,13.0,2022.0,0.0,0.0,,4.0
160000000.0,9.0,ЦАО,149.0,,3.0,10.0,2013.0,0.0,0.0,,4.0
28300000.0,11.0,ЮВАО,86.0,,2.0,9.0,2018.0,0.0,0.0,,4.0
250000000.0,9.0,ЦАО,170.0,,6.0,11.0,,0.0,0.0,,4.0
18200000.0,6.0,ЮАО,112.1,,11.0,22.0,,0.0,0.0,,4.0
34500000.0,4.0,ЮАО,102.0,72.2,12.0,17.0,2013.0,0.0,0.0,3.0,4.0
26500000.0,9.0,СВАО,100.4,64.6,11.0,18.0,,0.0,0.0,,4.0
29900000.0,8.0,ЮЗАО,96.2,62.0,1.0,17.0,1999.0,0.0,0.0,2.64,4.0
14500000.0,8.0,СВАО,64.5,45.9,1.0,9.0,,0.0,0.0,,4.0
59000000.0,5.0,ЗАО,91.1,,4.0,14.0,,0.0,0.0,,4.0
569100000.0,7.0,ЦАО,227.64,,11.0,15.0,2022.0,0.0,0.0,3.3,4.0
20000000.0,8.0,ЗАО,67.0,47.0,5.0,9.0,1968.0,0.0,0.0,2.5,4.0
39500000.0,10.0,ЗАО,121.0,71.1,2.0,14.0,2006.0,0.0,0.0,2.64,4.0
21950000.0,8.0,ВАО,97.4,72.5,5.0,5.0,,0.0,0.0,,4.0
38000000.0,15.0,САО,120.0,90.0,16.0,34.0,,0.0,0.0,3.0,4.0
27000000.0,10.0,ВАО,95.0,,9.0,10.0,2004.0,0.0,0.0,2.64,4.0
34900000.0,10.0,САО,102.0,62.0,4.0,17.0,2002.0,0.0,0.0,,4.0
166000000.0,8.0,ЦАО,176.7,84.0,4.0,5.0,1998.0,0.0,0.0,2.7,4.0
43000000.0,14.0,,87.0,70.0,34.0,47.0,,0.0,0.0,2.8,4.0
170000000.0,5.0,ЦАО,166.3,65.0,4.0,6.0,,0.0,0.0,,4.0
25300000.0,17.0,СВАО,104.0,64.2,9.0,22.0,2006.0,0.0,0.0,2.64,4.0
41000000.0,5.0,ЦАО,94.3,57.0,4.0,4.0,1874.0,0.0,0.0,3.0,4.0
42000000.0,4.0,СВАО,105.0,70.0,22.0,22.0,1989.0,0.0,0.0,2.75,4.0
85000000.0,8.0,ЦАО,140.0,90.0,7.0,7.0,1952.0,0.0,0.0,,4.0
350000000.0,8.0,ЦАО,200.0,80.0,3.0,10.0,2008.0,0.0,0.0,3.2,4.0
33000000.0,3.0,СЗАО,100.0,64.3,20.0,22.0,1997.0,0.0,0.0,2.66,4.0
150000000.0,16.0,ЗАО,168.1,,7.0,7.0,1999.0,0.0,0.0,3.0,4.0
154000000.0,9.0,ЦАО,177.0,110.4,2.0,8.0,2009.0,0.0,0.0,,4.0
196225890.0,12.0,СЗАО,212.0,,22.0,32.0,2008.0,0.0,0.0,3.0,4.0
34000000.0,7.0,ЗАО,101.4,64.6,22.0,22.0,1997.0,0.0,0.0,2.64,4.0
185000000.0,,САО,195.0,,13.0,15.0,2019.0,0.0,1.0,3.0,4.0
168000000.0,9.0,ЗАО,280.0,150.0,42.0,44.0,,0.0,0.0,,4.0
41600000.0,17.0,ЦАО,104.3,78.0,9.0,17.0,2000.0,0.0,0.0,2.6,4.0
98112945.0,4.0,ЦАО,160.0,,4.0,9.0,1913.0,0.0,0.0,3.0,4.0
18250000.0,9.0,ЮВАО,90.9,62.0,3.0,17.0,2013.0,0.0,0.0,2.64,4.0
24960000.0,9.0,САО,90.0,65.5,6.0,8.0,1956.0,0.0,0.0,3.2,4.0
243000000.0,2.0,ЦАО,175.0,125.0,40.0,60.0,,0.0,1.0,,4.0
37950000.0,7.0,ЦАО,73.2,,2.0,4.0,1898.0,0.0,0.0,3.0,4.0
56000000.0,14.0,ЗАО,109.0,65.0,15.0,16.0,2018.0,0.0,1.0,,4.0
325000000.0,5.0,ЦАО,212.0,,4.0,12.0,2002.0,0.0,0.0,3.5,4.0
77000000.0,6.0,ЮЗАО,177.8,98.0,7.0,20.0,2005.0,0.0,0.0,,4.0
220000000.0,7.0,ЦАО,162.2,,5.0,6.0,2009.0,0.0,0.0,3.3,4.0
141938000.0,6.0,ЦАО,151.1,,4.0,7.0,2017.0,0.0,1.0,3.3,4.0
33300000.0,16.0,ЮЗАО,102.0,74.0,21.0,22.0,1982.0,0.0,0.0,2.64,4.0
20800000.0,9.0,СВАО,95.9,58.8,8.0,22.0,1984.0,0.0,0.0,2.64,4.0
38000000.0,11.0,ЮВАО,108.0,75.0,6.0,7.0,1937.0,0.0,0.0,3.3,4.0
90000000.0,9.0,ЗАО,132.8,,4.0,14.0,2022.0,0.0,0.0,3.4,4.0
72000000.0,4.0,ЦАО,98.0,,5.0,6.0,1910.0,0.0,0.0,3.2,4.0
204999000.0,11.0,ЦАО,184.3,,4.0,12.0,,0.0,0.0,,4.0
21800000.0,7.0,ЦАО,61.6,42.7,1.0,4.0,1929.0,0.0,0.0,2.8,4.0
27000000.0,,СЗАО,129.0,,6.0,23.0,2005.0,0.0,0.0,,4.0
175000000.0,12.0,ЦАО,125.8,,4.0,9.0,,0.0,0.0,,4.0
20000000.0,7.0,ВАО,79.0,55.4,5.0,6.0,1927.0,0.0,0.0,3.0,4.0
84990000.0,11.0,ЗАО,135.0,95.0,21.0,39.0,2017.0,0.0,0.0,3.1,4.0
60000000.0,7.0,САО,100.0,,12.0,18.0,2018.0,0.0,0.0,3.1,4.0
220000000.0,8.0,ЦАО,250.0,120.0,6.0,7.0,,0.0,1.0,3.4,4.0
140000000.0,7.0,САО,203.1,,7.0,11.0,,0.0,1.0,3.15,4.0
108000000.0,8.0,ЦАО,180.0,,9.0,9.0,1997.0,0.0,1.0,5.4,4.0
103000000.0,6.0,САО,187.4,107.0,18.0,32.0,2005.0,0.0,0.0,,4.0
14500000.0,13.0,ЮЗАО,63.0,46.0,6.0,9.0,,0.0,0.0,,4.0
230000000.0,6.0,ЦАО,212.3,,6.0,7.0,,0.0,1.0,3.4,4.0
22000000.0,7.0,ЮВАО,83.8,61.4,2.0,6.0,1929.0,0.0,0.0,,4.0
14300000.0,11.0,ЦАО,80.9,56.4,8.0,8.0,1957.0,0.0,0.0,3.2,4.0
44500000.0,10.0,СЗАО,106.8,66.3,11.0,53.0,2022.0,0.0,0.0,3.0,4.0
45000000.0,10.0,СЗАО,108.2,,11.0,58.0,2021.0,0.0,0.0,3.0,4.0
165000000.0,12.0,ЦАО,165.0,,5.0,20.0,2021.0,0.0,0.0,3.23,4.0
78000000.0,4.0,ЦАО,134.0,107.0,6.0,7.0,,0.0,0.0,,4.0
125000000.0,10.0,САО,169.5,,23.0,25.0,2020.0,0.0,0.0,3.2,4.0
118500000.0,15.0,ЗАО,257.2,,12.0,22.0,,0.0,0.0,3.5,4.0
5000000.0,12.0,ЮВАО,74.0,58.0,1.0,12.0,1980.0,0.0,0.0,2.65,4.0
72000000.0,8.0,ЦАО,115.4,84.8,6.0,8.0,1959.0,0.0,0.0,3.0,4.0
145000000.0,12.0,ЦАО,146.0,,6.0,13.0,2017.0,0.0,0.0,3.2,4.0
33000000.0,9.0,САО,82.0,55.0,3.0,8.0,1937.0,0.0,0.0,3.2,4.0
20500000.0,8.0,ЗАО,67.0,53.0,5.0,9.0,1967.0,0.0,0.0,2.5,4.0
196225890.0,7.0,ЦАО,195.1,80.0,4.0,7.0,,0.0,0.0,3.4,4.0
14000000.0,14.0,ЮЗАО,63.2,46.3,9.0,9.0,1972.0,0.0,0.0,,4.0
259000000.0,7.0,ЦАО,173.0,101.0,5.0,16.0,2010.0,0.0,0.0,3.0,4.0
243000000.0,2.0,ЦАО,175.2,,40.0,59.0,2011.0,0.0,1.0,3.5,4.0
33000000.0,10.0,САО,91.1,66.6,3.0,8.0,1955.0,0.0,0.0,3.2,4.0
130000000.0,28.0,СЗАО,143.6,,30.0,36.0,,0.0,0.0,3.4,4.0
22800000.0,8.0,СВАО,91.0,62.1,2.0,14.0,2004.0,0.0,0.0,,4.0
31000000.0,12.0,ЦАО,76.1,,1.0,5.0,1958.0,0.0,0.0,3.0,4.0
250000000.0,9.0,ЦАО,168.3,,7.0,12.0,2012.0,0.0,0.0,3.5,4.0
75000000.0,13.0,СЗАО,140.4,90.0,17.0,19.0,2018.0,0.0,0.0,3.0,4.0
140000000.0,13.0,ЮЗАО,161.9,100.0,17.0,19.0,2011.0,0.0,0.0,3.1,4.0
28000000.0,6.0,ЗАО,85.5,60.7,11.0,32.0,2022.0,0.0,0.0,2.62,4.0
42700000.0,17.0,САО,118.0,70.0,2.0,18.0,,0.0,0.0,,4.0
110000000.0,17.0,ЮЗАО,207.0,120.0,6.0,16.0,2004.0,0.0,0.0,,4.0
74000000.0,8.0,САО,117.0,,25.0,38.0,2021.0,0.0,0.0,3.1,4.0
45500000.0,4.0,ЦАО,71.0,46.0,3.0,6.0,1913.0,0.0,0.0,3.0,4.0
13600000.0,17.0,ВАО,64.0,40.0,4.0,9.0,1971.0,0.0,0.0,2.65,4.0
110000000.0,5.0,ЦАО,156.5,99.0,6.0,9.0,1911.0,0.0,0.0,3.4,4.0
17000000.0,15.0,ЗАО,71.4,55.0,6.0,16.0,1967.0,0.0,0.0,2.64,4.0
37000000.0,4.0,СЗАО,154.0,,12.0,14.0,2005.0,0.0,0.0,3.0,4.0
83000000.0,14.0,ЗАО,218.0,170.0,37.0,37.0,,0.0,0.0,,4.0
28300000.0,11.0,САО,80.0,54.0,3.0,5.0,1957.0,0.0,0.0,3.2,4.0
170000000.0,5.0,ЦАО,166.0,,4.0,6.0,,0.0,0.0,,4.0
32750000.0,12.0,,83.5,52.0,3.0,14.0,1970.0,0.0,0.0,2.7,4.0
20800000.0,12.0,СВАО,77.5,54.7,1.0,8.0,1960.0,0.0,0.0,3.0,4.0
130000000.0,3.0,ЦАО,193.7,99.0,7.0,8.0,1996.0,0.0,0.0,3.2,4.0
205134182.0,7.0,ЦАО,167.1,,1.0,7.0,,0.0,0.0,3.8,4.0
125000000.0,12.0,САО,135.3,95.9,37.0,41.0,,0.0,0.0,,4.0
55000000.0,12.0,ЗАО,176.5,132.6,12.0,15.0,2004.0,0.0,0.0,3.0,4.0
21000000.0,13.0,ЦАО,85.0,60.0,4.0,5.0,1931.0,0.0,0.0,3.0,4.0
75000000.0,5.0,ЦАО,130.0,90.0,5.0,6.0,1938.0,0.0,0.0,,4.0
25750000.0,18.0,ЮАО,86.6,55.1,32.0,33.0,2023.0,0.0,0.0,,4.0
35273186.0,4.0,ЮВАО,83.0,41.3,6.0,30.0,,0.0,0.0,,4.0
27950000.0,7.0,САО,82.0,65.0,4.0,6.0,,0.0,0.0,,4.0
445000000.0,4.0,ЦАО,235.0,,12.0,12.0,2010.0,0.0,0.0,,4.0
135000000.0,4.0,ЦАО,160.0,120.0,4.0,8.0,2008.0,0.0,0.0,,4.0
32950000.0,9.0,ВАО,102.3,70.8,5.0,23.0,2022.0,0.0,0.0,3.0,4.0
186881800.0,1.0,ЦАО,190.4,,44.0,69.0,2009.0,0.0,1.0,3.1,4.0
26000000.0,16.0,СЗАО,80.0,,5.0,12.0,1979.0,0.0,0.0,2.5,4.0
226380000.0,11.0,САО,215.6,76.8,35.0,40.0,,0.0,0.0,,4.0
28890000.0,15.0,ЗАО,103.0,61.0,5.0,7.0,1950.0,0.0,0.0,3.2,4.0
83000000.0,3.0,ЦАО,100.9,59.9,4.0,12.0,2006.0,0.0,0.0,3.1,4.0
33800000.0,10.0,ЮВАО,97.4,55.7,13.0,27.0,2023.0,0.0,0.0,3.1,4.0
70000000.0,11.0,ЗАО,104.7,77.6,8.0,15.0,1952.0,0.0,0.0,3.2,4.0
19200000.0,5.0,ЗАО,76.0,52.0,2.0,12.0,1983.0,0.0,0.0,2.64,4.0
120000000.0,10.0,САО,213.8,,19.0,57.0,,0.0,0.0,,4.0
468024590.0,10.0,ЦАО,305.0,240.0,5.0,6.0,2003.0,0.0,0.0,3.4,4.0
119000000.0,2.0,ЦАО,168.9,87.0,4.0,6.0,1998.0,0.0,0.0,3.0,4.0
85000000.0,5.0,ЗАО,100.0,,10.0,14.0,2022.0,0.0,0.0,3.1,4.0
14000000.0,11.0,ЮАО,64.0,46.4,3.0,9.0,,0.0,0.0,,4.0
481220635.0,6.0,ЦАО,247.2,,2.0,7.0,2007.0,0.0,0.0,,4.0
373763600.0,6.0,ЦАО,244.9,,9.0,14.0,,0.0,0.0,3.8,4.0
24700000.0,11.0,ВАО,95.7,63.9,4.0,17.0,2003.0,0.0,0.0,2.65,4.0
63000000.0,3.0,ЦАО,107.0,57.0,2.0,8.0,1906.0,0.0,0.0,3.2,4.0
67000000.0,12.0,ЗАО,200.0,,28.0,30.0,1999.0,0.0,0.0,3.0,4.0
149000000.0,11.0,ЦАО,210.0,,5.0,5.0,1914.0,0.0,0.0,3.8,4.0
95000000.0,12.0,СЗАО,172.0,,42.0,48.0,2003.0,0.0,0.0,3.2,4.0
14900000.0,3.0,ВАО,63.2,46.7,1.0,9.0,1976.0,0.0,0.0,2.64,4.0
36000000.0,17.0,ЗАО,100.0,,10.0,15.0,1998.0,0.0,0.0,2.64,4.0
27000000.0,15.0,ВАО,85.4,55.8,1.0,5.0,1955.0,0.0,0.0,,4.0
46100000.0,15.0,САО,140.0,,16.0,30.0,,0.0,0.0,,4.0
126000000.0,8.0,ЮВАО,216.0,152.0,13.0,16.0,2023.0,0.0,1.0,3.2,4.0
495498405.0,3.0,ЦАО,294.6,,80.0,85.0,2016.0,0.0,1.0,3.0,4.0
15300000.0,15.0,ЗАО,71.0,50.0,3.0,16.0,,0.0,0.0,,4.0
78000000.0,2.0,ЦАО,127.1,70.7,6.0,7.0,1902.0,0.0,0.0,,4.0
126000000.0,3.0,ЦАО,126.0,,3.0,7.0,1914.0,0.0,0.0,3.2,4.0
221900000.0,12.0,ЦАО,172.7,,6.0,9.0,,0.0,0.0,,4.0
77990000.0,4.0,ЦАО,132.3,,6.0,8.0,1902.0,0.0,0.0,3.2,4.0
53673733.0,3.0,СЗАО,109.22,,5.0,16.0,2011.0,0.0,0.0,,4.0
49900000.0,17.0,СЗАО,123.0,,6.0,31.0,2019.0,0.0,0.0,3.1,4.0
180000000.0,7.0,ЗАО,220.0,,16.0,18.0,2007.0,0.0,0.0,,4.0
118900000.0,6.0,ЦАО,200.5,140.0,8.0,8.0,2001.0,0.0,0.0,3.2,4.0
151200000.0,6.0,ЦАО,151.2,90.0,14.0,14.0,1956.0,0.0,0.0,,4.0
22700000.0,2.0,ЮЗАО,99.5,67.2,11.0,22.0,1996.0,0.0,0.0,,4.0
36000000.0,7.0,ЦАО,90.4,62.0,2.0,10.0,1940.0,0.0,0.0,3.2,4.0
65000000.0,6.0,ЗАО,136.0,78.0,9.0,40.0,2007.0,0.0,0.0,,4.0
176120000.0,6.0,ЦАО,125.8,80.0,2.0,8.0,2006.0,0.0,0.0,,4.0
37457257.0,4.0,ЮВАО,83.0,41.3,13.0,30.0,,0.0,0.0,,4.0
53000000.0,19.0,ВАО,92.0,68.0,5.0,19.0,,0.0,0.0,,4.0
125000000.0,20.0,СВАО,224.3,,24.0,25.0,2007.0,0.0,0.0,3.0,4.0
299010880.0,6.0,ЦАО,250.0,72.0,3.0,14.0,2003.0,0.0,0.0,3.2,4.0
18500000.0,16.0,ЮВАО,76.6,53.8,3.0,5.0,1958.0,0.0,0.0,3.0,4.0
13350000.0,9.0,СВАО,64.6,47.2,9.0,9.0,1969.0,0.0,0.0,2.6,4.0
29000000.0,5.0,ЮАО,100.0,69.4,3.0,5.0,1958.0,0.0,0.0,,4.0
95000000.0,12.0,СЗАО,171.7,66.0,38.0,48.0,2016.0,0.0,0.0,,4.0
18000000.0,6.0,ЮАО,100.0,70.0,4.0,4.0,,0.0,1.0,4.0,4.0
36990000.0,12.0,ЦАО,96.0,62.0,3.0,17.0,,0.0,0.0,,4.0
205000000.0,9.0,ЦАО,205.0,,2.0,6.0,2020.0,0.0,0.0,3.4,4.0
80000000.0,9.0,ЗАО,130.0,72.3,17.0,21.0,2015.0,0.0,0.0,3.0,4.0
295990000.0,4.0,ЗАО,238.2,,3.0,9.0,2020.0,0.0,0.0,3.2,4.0
105000000.0,12.0,ЗАО,200.0,81.0,11.0,21.0,2015.0,0.0,0.0,3.1,4.0
23300000.0,6.0,СВАО,90.0,57.0,1.0,12.0,,0.0,0.0,2.64,4.0
47000000.0,11.0,ЮВАО,120.0,70.0,7.0,13.0,,0.0,0.0,3.2,4.0
130817260.0,4.0,ЗАО,165.0,,40.0,54.0,,0.0,0.0,,4.0
16000000.0,5.0,СЗАО,62.7,46.3,6.0,9.0,1967.0,0.0,0.0,2.64,4.0
26800000.0,13.0,ЗАО,101.0,65.0,3.0,25.0,,0.0,0.0,,4.0
185000000.0,8.0,САО,195.0,103.5,13.0,16.0,,0.0,1.0,,4.0
44000000.0,16.0,ЗАО,140.0,98.0,12.0,22.0,2012.0,0.0,0.0,3.0,4.0
45000000.0,15.0,ЗАО,155.4,110.0,3.0,22.0,2005.0,0.0,1.0,3.3,4.0
51000000.0,4.0,ЗАО,84.8,52.0,16.0,39.0,2022.0,0.0,0.0,2.9,4.0
74990000.0,10.0,ЦАО,116.0,70.0,5.0,5.0,,0.0,0.0,,4.0
89500000.0,9.0,ЦАО,104.0,70.0,3.0,17.0,2013.0,0.0,0.0,3.3,4.0
205569980.0,13.0,ЦАО,163.8,,2.0,10.0,2012.0,0.0,0.0,,4.0
115000000.0,5.0,ЦАО,135.0,79.0,2.0,8.0,2005.0,0.0,0.0,3.0,4.0
36500000.0,9.0,ЗАО,98.0,61.7,7.0,35.0,2023.0,0.0,0.0,3.15,4.0
355075420.0,6.0,ЦАО,171.9,,2.0,5.0,2004.0,0.0,0.0,3.2,4.0
165000000.0,12.0,ЦАО,164.0,,5.0,20.0,2021.0,0.0,0.0,3.2,4.0
140000000.0,4.0,ЦАО,200.0,165.0,3.0,6.0,,0.0,0.0,,4.0
52000000.0,4.0,СВАО,160.0,90.0,3.0,4.0,2015.0,0.0,0.0,3.3,4.0
50000000.0,20.0,ЮАО,97.0,,34.0,46.0,2023.0,0.0,0.0,3.0,4.0
89000000.0,3.0,ЦАО,137.0,,4.0,4.0,1902.0,0.0,0.0,3.2,4.0
40200000.0,12.0,СЗАО,92.4,45.0,11.0,33.0,2024.0,0.0,0.0,3.0,4.0
18900000.0,12.0,ЮВАО,73.5,50.5,3.0,12.0,1984.0,0.0,0.0,2.6,4.0
20600000.0,13.0,ВАО,85.4,55.8,1.0,5.0,1955.0,0.0,0.0,3.0,4.0
29900000.0,13.0,СЗАО,136.0,82.0,13.0,23.0,2005.0,0.0,0.0,3.0,4.0
22400000.0,6.0,ЮВАО,99.1,64.3,21.0,22.0,1998.0,0.0,0.0,2.7,4.0
200000000.0,15.0,ЦАО,160.0,,13.0,21.0,2017.0,0.0,0.0,3.2,4.0
43950000.0,21.0,ЮАО,95.4,53.0,28.0,46.0,2023.0,0.0,0.0,2.9,4.0
185000000.0,5.0,ЦАО,212.1,133.8,6.0,6.0,2005.0,0.0,0.0,3.2,4.0
85000000.0,13.0,ЗАО,133.0,,21.0,36.0,2016.0,0.0,0.0,3.0,4.0
76500000.0,10.0,САО,166.0,124.0,7.0,25.0,,0.0,1.0,,4.0
27000000.0,7.0,САО,109.5,76.3,6.0,8.0,1956.0,0.0,0.0,,4.0
13900000.0,,ВАО,63.2,46.7,5.0,9.0,1967.0,0.0,0.0,,4.0
280322700.0,6.0,ЦАО,340.0,248.0,6.0,7.0,2002.0,0.0,0.0,,4.0
175000000.0,4.0,ЦАО,136.3,,4.0,5.0,1899.0,0.0,0.0,,4.0
85000000.0,19.0,ЗАО,168.0,88.0,10.0,30.0,2008.0,0.0,0.0,3.1,4.0
126000000.0,3.0,ЦАО,125.9,,3.0,7.0,1914.0,0.0,0.0,3.2,4.0
34499999.0,5.0,ЦАО,82.0,65.0,3.0,5.0,1906.0,0.0,0.0,3.5,4.0
23300000.0,14.0,ЗАО,90.0,62.0,13.0,19.0,2013.0,0.0,0.0,2.8,4.0
577750000.0,8.0,ЦАО,231.1,137.0,4.0,6.0,2017.0,0.0,1.0,4.0,4.0
181800000.0,10.0,ЦАО,187.0,105.0,2.0,8.0,2005.0,0.0,0.0,3.2,4.0
277760000.0,1.0,ЦАО,173.6,,5.0,9.0,2021.0,0.0,0.0,3.3,4.0
65000000.0,7.0,СЗАО,127.3,86.0,13.0,13.0,2013.0,0.0,0.0,3.0,4.0
250000000.0,9.0,ЦАО,168.3,,6.0,11.0,2012.0,0.0,0.0,3.9,4.0
68000000.0,11.0,СЗАО,175.0,,14.0,38.0,2015.0,0.0,0.0,3.13,4.0
35500000.0,9.0,ЗАО,105.0,82.0,9.0,26.0,,0.0,0.0,,4.0
260000000.0,10.0,ЦАО,215.0,,6.0,7.0,,0.0,0.0,,4.0
78000000.0,10.0,ЦАО,110.0,42.0,11.0,14.0,,0.0,0.0,,4.0
31500000.0,4.0,ЮВАО,106.5,73.0,6.0,6.0,,0.0,0.0,,4.0
85000000.0,6.0,ЦАО,135.0,87.0,6.0,7.0,1914.0,0.0,0.0,3.2,4.0
294755912.0,3.0,ЦАО,296.0,241.0,55.0,95.0,2017.0,0.0,1.0,3.0,4.0
175000000.0,4.0,ЦАО,125.7,,5.0,7.0,2016.0,0.0,1.0,3.5,4.0
28000000.0,5.0,САО,96.7,67.1,3.0,5.0,,0.0,0.0,3.0,4.0
105000000.0,3.0,ЗАО,191.0,,10.0,23.0,1999.0,0.0,0.0,3.0,4.0
420000000.0,10.0,ЦАО,206.6,,1.0,10.0,2014.0,0.0,0.0,3.4,4.0
149300000.0,2.0,ЦАО,160.1,120.0,3.0,6.0,1907.0,0.0,0.0,,4.0
130000000.0,1.0,ЦАО,260.0,170.0,3.0,8.0,1997.0,0.0,0.0,,4.0
